sex,age,height,weight,team,year,season,sport,medaled
1,32,177,58,France,2016,Summer,Athletics,FALSE
1,32,177,58,France,2016,Summer,Athletics,FALSE
1,19,181,58,Greece,2016,Summer,Rhythmic Gymnastics,FALSE
1,24,175,85,Greece,2016,Summer,Athletics,FALSE
1,17,165,66,Turkey,2016,Summer,Archery,FALSE
1,24,169,52,Ukraine,2016,Summer,Synchronized Swimming,FALSE
1,24,169,52,Ukraine,2016,Summer,Synchronized Swimming,FALSE
1,19,165,67,Kazakhstan,2016,Summer,Canoeing,FALSE
1,19,165,67,Kazakhstan,2016,Summer,Canoeing,FALSE
0,21,183,92,Greece,2016,Summer,Athletics,FALSE
1,28,170,97,France,2016,Summer,Judo,TRUE
1,23,183,86,Denmark,2016,Summer,Rowing,TRUE
0,36,211,102,Australia,2016,Summer,Basketball,FALSE
1,26,164,67,Sweden,2016,Summer,Equestrianism,FALSE
1,26,164,67,Sweden,2016,Summer,Equestrianism,FALSE
1,24,178,68,United States,2016,Summer,Swimming,FALSE
0,29,202,100,United States,2016,Summer,Volleyball,TRUE
1,23,167,61,Sweden,2016,Summer,Football,TRUE
0,33,200,105,Sweden,2016,Summer,Handball,FALSE
0,38,186,95,Sweden,2016,Summer,Handball,FALSE
1,23,155,58,Japan,2016,Summer,Weightlifting,FALSE
0,19,189,76,Venezuela,2016,Summer,Equestrianism,FALSE
0,24,183,77,Cape Verde,2016,Summer,Athletics,FALSE
1,24,172,62,Colombia,2016,Summer,Football,FALSE
1,23,169,49,Cape Verde,2016,Summer,Taekwondo,FALSE
0,30,168,58,Brazil,2016,Summer,Trampolining,FALSE
1,17,151,46,Brazil,2016,Summer,Gymnastics,FALSE
1,17,151,46,Brazil,2016,Summer,Gymnastics,FALSE
1,17,151,46,Brazil,2016,Summer,Gymnastics,FALSE
1,17,151,46,Brazil,2016,Summer,Gymnastics,FALSE
1,17,151,46,Brazil,2016,Summer,Gymnastics,FALSE
1,27,173,70,France,2016,Summer,Athletics,FALSE
0,20,163,52,Brazil,2016,Summer,Athletics,FALSE
0,18,177,68,Denmark,2016,Summer,Cycling,FALSE
1,20,174,77,Poland,2016,Summer,Athletics,FALSE
1,21,160,60,Brazil,2016,Summer,Football,FALSE
1,23,168,56,Brazil,2016,Summer,Football,FALSE
1,23,168,52,Great Britain,2016,Summer,Athletics,FALSE
0,25,178,66,United States,2016,Summer,Athletics,FALSE
0,32,198,93,Uzbekistan,2016,Summer,Athletics,FALSE
1,18,178,64,Russia,2016,Summer,Swimming,FALSE
1,24,190,74,Russia,2016,Summer,Swimming,FALSE
1,24,190,74,Russia,2016,Summer,Swimming,FALSE
1,24,190,74,Russia,2016,Summer,Swimming,FALSE
0,29,181,97,Ukraine,2016,Summer,Wrestling,FALSE
0,26,194,94,France,2016,Summer,Rowing,FALSE
0,24,194,85,Russia,2016,Summer,Swimming,FALSE
0,24,194,85,Russia,2016,Summer,Swimming,FALSE
0,22,182,78,Spain,2016,Summer,Athletics,FALSE
0,26,171,60,Dominican Republic,2016,Summer,Athletics,FALSE
0,23,189,91,Greece,2016,Summer,Rowing,FALSE
1,26,179,62,Norway,2016,Summer,Athletics,FALSE
0,25,178,78,Refugee Olympic Athletes,2016,Summer,Swimming,FALSE
0,25,178,78,Refugee Olympic Athletes,2016,Summer,Swimming,FALSE
1,25,178,64,Poland,2016,Summer,Athletics,FALSE
1,25,174,67,Australia,2016,Summer,Cycling,FALSE
0,26,184,80,France,2016,Summer,Athletics,FALSE
1,23,166,56,Switzerland,2016,Summer,Triathlon,FALSE
0,24,192,91,Russia,2016,Summer,Fencing,FALSE
0,24,192,91,Russia,2016,Summer,Fencing,FALSE
0,28,192,95,Russia,2016,Summer,Canoeing,TRUE
0,28,192,95,Russia,2016,Summer,Canoeing,FALSE
0,25,168,57,Morocco,2016,Summer,Wrestling,FALSE
1,24,176,73,Great Britain,2016,Summer,Hockey,TRUE
0,34,178,78,France,2016,Summer,Fencing,FALSE
1,22,169,62,Hungary,2016,Summer,Water Polo,FALSE
1,25,177,58,Ecuador,2016,Summer,Wrestling,FALSE
0,32,203,109,United States,2016,Summer,Basketball,TRUE
1,33,182,92,India,2016,Summer,Athletics,FALSE
0,26,173,70,Germany,2016,Summer,Canoeing,FALSE
0,26,183,82,Brazil,2016,Summer,Water Polo,FALSE
0,24,180,69,Greece,2016,Summer,Cycling,FALSE
0,28,198,88,Italy,2016,Summer,Volleyball,TRUE
1,24,177,70,Czech Republic,2016,Summer,Rowing,FALSE
0,24,171,75,Malaysia,2016,Summer,Archery,FALSE
0,24,171,75,Malaysia,2016,Summer,Archery,FALSE
1,26,160,55,Kenya,2016,Summer,Archery,FALSE
1,22,NA,NA,Russia,2016,Summer,Canoeing,FALSE
1,22,NA,NA,Russia,2016,Summer,Canoeing,FALSE
1,26,158,54,Japan,2016,Summer,Fencing,FALSE
1,21,164,55,Japan,2016,Summer,Swimming,FALSE
0,27,175,69,Bahrain,2016,Summer,Athletics,FALSE
0,34,184,120,Turkey,2016,Summer,Athletics,FALSE
0,27,172,104,Thailand,2016,Summer,Golf,FALSE
0,27,192,96,Benin,2016,Summer,Fencing,FALSE
0,30,185,76,Portugal,2016,Summer,Table Tennis,FALSE
0,30,185,76,Portugal,2016,Summer,Table Tennis,FALSE
0,37,172,73,Brazil,2016,Summer,Equestrianism,FALSE
0,37,172,73,Brazil,2016,Summer,Equestrianism,FALSE
0,26,191,103,Sweden,2016,Summer,Handball,FALSE
1,26,168,65,Sweden,2016,Summer,Football,TRUE
0,30,180,97,Uruguay,2016,Summer,Judo,FALSE
0,34,172,50,South Africa,2016,Summer,Athletics,FALSE
1,22,152,54,Kenya,2016,Summer,Athletics,FALSE
0,27,190,81,Tunisia,2016,Summer,Beach Volleyball,FALSE
1,25,167,52,Morocco,2016,Summer,Athletics,FALSE
1,25,167,52,Morocco,2016,Summer,Athletics,FALSE
0,22,169,62,Japan,2016,Summer,Water Polo,FALSE
0,28,180,62,Japan,2016,Summer,Athletics,TRUE
0,25,183,96,Japan,2016,Summer,Athletics,FALSE
1,32,186,78,Japan,2016,Summer,Volleyball,FALSE
1,21,163,59,Qatar,2016,Summer,Swimming,FALSE
1,25,170,70,Australia,2016,Summer,Water Polo,FALSE
1,24,165,60,Colombia,2016,Summer,Synchronized Swimming,FALSE
0,28,198,102,Poland,2016,Summer,Rowing,FALSE
1,25,169,55,Greece,2016,Summer,Swimming,FALSE
0,22,168,58,Uganda,2016,Summer,Athletics,FALSE
1,20,173,61,Kenya,2016,Summer,Rugby Sevens,FALSE
0,31,171,64,Japan,2016,Summer,Cycling,FALSE
0,24,180,78,El Salvador,2016,Summer,Sailing,FALSE
1,34,167,60,Brazil,2016,Summer,Boxing,FALSE
1,26,162,54,Brazil,2016,Summer,Rugby Sevens,FALSE
0,29,188,88,Brazil,2016,Summer,Athletics,FALSE
0,26,167,55,Chile,2016,Summer,Athletics,FALSE
0,30,176,62,Chile,2016,Summer,Athletics,FALSE
0,30,178,64,Chile,2016,Summer,Athletics,FALSE
1,24,180,92,Brazil,2016,Summer,Athletics,FALSE
1,22,178,70,Great Britain,2016,Summer,Cycling,TRUE
0,35,186,78,New Zealand,2016,Summer,Hockey,FALSE
1,22,168,64,Colombia,2016,Summer,Swimming,FALSE
0,32,171,58,Spain,2016,Summer,Athletics,FALSE
0,24,179,64,Venezuela,2016,Summer,Boxing,FALSE
0,30,172,57,Thailand,2016,Summer,Boxing,FALSE
1,22,160,50,Colombia,2016,Summer,Athletics,FALSE
0,25,186,72,Netherlands,2016,Summer,Badminton,FALSE
1,29,182,73,Brazil,2016,Summer,Handball,FALSE
0,29,190,85,Latvia,2016,Summer,Athletics,FALSE
0,23,165,60,Colombia,2016,Summer,Athletics,FALSE
1,21,171,60,Ecuador,2016,Summer,Swimming,FALSE
0,19,152,49,Cuba,2016,Summer,Boxing,TRUE
1,25,164,53,Venezuela,2016,Summer,Wrestling,FALSE
0,26,167,69,Indonesia,2016,Summer,Weightlifting,FALSE
1,25,159,52,Colombia,2016,Summer,Football,FALSE
1,27,150,47,Colombia,2016,Summer,Athletics,FALSE
1,30,172,62,Colombia,2016,Summer,Football,FALSE
0,19,175,80,Andorra,2016,Summer,Swimming,FALSE
0,23,178,68,Turkey,2016,Summer,Gymnastics,FALSE
0,23,178,68,Turkey,2016,Summer,Gymnastics,FALSE
0,23,178,68,Turkey,2016,Summer,Gymnastics,FALSE
0,23,178,68,Turkey,2016,Summer,Gymnastics,FALSE
0,23,178,68,Turkey,2016,Summer,Gymnastics,FALSE
0,23,178,68,Turkey,2016,Summer,Gymnastics,FALSE
0,25,175,59,Turkey,2016,Summer,Athletics,FALSE
1,25,161,52,Colombia,2016,Summer,Football,FALSE
0,29,185,91,Morocco,2016,Summer,Boxing,FALSE
0,37,186,78,Brazil,2016,Summer,Volleyball,TRUE
1,32,168,51,Kyrgyzstan,2016,Summer,Athletics,FALSE
1,32,166,53,Namibia,2016,Summer,Athletics,FALSE
0,23,189,100,Cuba,2016,Summer,Judo,FALSE
1,27,168,55,Great Britain,2016,Summer,Cycling,FALSE
1,42,173,58,United States,2016,Summer,Cycling,FALSE
1,42,173,58,United States,2016,Summer,Cycling,TRUE
0,24,198,155,Portugal,2016,Summer,Athletics,FALSE
1,22,179,76,Australia,2016,Summer,Football,FALSE
1,24,175,69,Germany,2016,Summer,Rowing,FALSE
1,22,183,78,Norway,2016,Summer,Handball,TRUE
0,28,173,62,Portugal,2016,Summer,Triathlon,FALSE
1,20,158,53,Mexico,2016,Summer,Fencing,FALSE
1,20,158,53,Mexico,2016,Summer,Fencing,FALSE
0,21,177,64,Puerto Rico,2016,Summer,Athletics,FALSE
0,22,170,63,Spain,2016,Summer,Swimming,FALSE
1,22,170,60,Mauritius,2016,Summer,Swimming,FALSE
1,27,159,55,Romania,2016,Summer,Athletics,FALSE
1,29,165,61,Serbia,2016,Summer,Shooting,FALSE
1,29,165,61,Serbia,2016,Summer,Shooting,FALSE
1,22,175,66,Australia,2016,Summer,Beach Volleyball,FALSE
0,27,177,68,Ecuador,2016,Summer,Athletics,FALSE
1,22,166,74,United States,2016,Summer,Weightlifting,FALSE
1,29,178,83,Moldova,2016,Summer,Athletics,FALSE
0,22,160,69,Kyrgyzstan,2016,Summer,Weightlifting,FALSE
1,30,177,62,Cyprus,2016,Summer,Athletics,FALSE
0,26,183,65,Italy,2016,Summer,Cycling,FALSE
0,27,180,81,Nigeria,2016,Summer,Table Tennis,FALSE
0,27,180,81,Nigeria,2016,Summer,Table Tennis,FALSE
1,29,168,90,Serbia,2016,Summer,Shooting,FALSE
1,29,168,90,Serbia,2016,Summer,Shooting,FALSE
0,28,181,102,Estonia,2016,Summer,Wrestling,FALSE
0,27,166,67,Armenia,2016,Summer,Wrestling,TRUE
1,19,167,62,Venezuela,2016,Summer,Table Tennis,FALSE
1,28,173,58,Belarus,2016,Summer,Athletics,FALSE
0,28,180,77,Iran,2016,Summer,Athletics,FALSE
0,22,190,143,Syria,2016,Summer,Weightlifting,FALSE
1,32,160,49,Lithuania,2016,Summer,Modern Pentathlon,FALSE
1,29,164,60,Japan,2016,Summer,Hockey,FALSE
0,21,171,67,Japan,2016,Summer,Football,FALSE
0,20,176,56,Belarus,2016,Summer,Boxing,FALSE
1,26,177,58,Uzbekistan,2016,Summer,Athletics,FALSE
0,23,165,85,Belarus,2016,Summer,Weightlifting,FALSE
0,19,168,69,Argentina,2016,Summer,Football,FALSE
1,27,171,59,Belgium,2016,Summer,Taekwondo,FALSE
1,30,178,90,Spain,2016,Summer,Athletics,FALSE
0,19,163,52,Bulgaria,2016,Summer,Boxing,FALSE
0,28,188,95,United States,2016,Summer,Athletics,FALSE
0,20,200,92,New Zealand,2016,Summer,Swimming,FALSE
0,20,200,92,New Zealand,2016,Summer,Swimming,FALSE
0,33,202,105,Russia,2016,Summer,Volleyball,FALSE
1,20,164,55,Great Britain,2016,Summer,Athletics,FALSE
1,20,164,55,Great Britain,2016,Summer,Athletics,TRUE
0,23,170,56,Great Britain,2016,Summer,Boxing,FALSE
1,17,163,45,Kazakhstan,2016,Summer,Rhythmic Gymnastics,FALSE
1,27,178,91,United States,2016,Summer,Athletics,FALSE
0,26,183,77,Jamaica,2016,Summer,Athletics,FALSE
0,26,183,77,Jamaica,2016,Summer,Athletics,FALSE
0,26,183,77,Jamaica,2016,Summer,Athletics,TRUE
1,18,173,57,India,2016,Summer,Golf,FALSE
0,19,185,58,Iran,2016,Summer,Taekwondo,FALSE
1,23,173,64,Australia,2016,Summer,Swimming,FALSE
1,23,173,64,Australia,2016,Summer,Swimming,FALSE
1,23,173,64,Australia,2016,Summer,Swimming,TRUE
1,27,166,56,Sweden,2016,Summer,Football,TRUE
1,19,190,85,Greece,2016,Summer,Rowing,FALSE
0,32,183,85,Uzbekistan,2016,Summer,Wrestling,FALSE
1,23,170,53,France,2016,Summer,Athletics,FALSE
0,23,198,99,Egypt,2016,Summer,Table Tennis,FALSE
0,25,196,93,Egypt,2016,Summer,Table Tennis,FALSE
1,28,167,52,Ethiopia,2016,Summer,Athletics,FALSE
1,19,168,53,Ethiopia,2016,Summer,Athletics,FALSE
1,24,176,78,Algeria,2016,Summer,Judo,FALSE
0,29,176,85,Russia,2016,Summer,Shooting,FALSE
1,31,168,64,Nigeria,2016,Summer,Athletics,FALSE
1,31,168,64,Nigeria,2016,Summer,Athletics,FALSE
0,21,196,80,Turkmenistan,2016,Summer,Swimming,FALSE
1,21,180,63,Switzerland,2016,Summer,Athletics,FALSE
0,25,180,75,Comoros,2016,Summer,Swimming,FALSE
0,21,170,58,Israel,2016,Summer,Taekwondo,FALSE
0,31,184,77,France,2016,Summer,Athletics,FALSE
1,27,172,71,Jamaica,2016,Summer,Swimming,FALSE
0,23,191,70,Turkey,2016,Summer,Athletics,FALSE
0,22,168,57,Turkey,2016,Summer,Wrestling,FALSE
1,23,165,52,Saudi Arabia,2016,Summer,Athletics,FALSE
0,21,NA,NA,Libya,2016,Summer,Swimming,FALSE
0,23,172,73,India,2016,Summer,Badminton,FALSE
0,19,180,72,Iraq,2016,Summer,Football,FALSE
1,24,172,56,Hong Kong,2016,Summer,Swimming,FALSE
0,19,198,85,Austria,2016,Summer,Swimming,FALSE
0,19,198,85,Austria,2016,Summer,Swimming,FALSE
0,19,198,85,Austria,2016,Summer,Swimming,FALSE
1,29,170,57,Germany,2016,Summer,Equestrianism,FALSE
1,29,170,57,Germany,2016,Summer,Equestrianism,TRUE
0,21,166,54,France,2016,Summer,Diving,FALSE
1,24,175,60,France,2016,Summer,Synchronized Swimming,FALSE
1,21,157,54,United States,2016,Summer,Wrestling,FALSE
0,21,171,53,Saint Lucia,2016,Summer,Swimming,FALSE
0,25,172,71,France,2016,Summer,Gymnastics,FALSE
0,25,172,71,France,2016,Summer,Gymnastics,FALSE
0,25,172,71,France,2016,Summer,Gymnastics,FALSE
0,25,172,71,France,2016,Summer,Gymnastics,FALSE
0,25,172,71,France,2016,Summer,Gymnastics,FALSE
0,25,172,71,France,2016,Summer,Gymnastics,FALSE
0,25,172,71,France,2016,Summer,Gymnastics,FALSE
0,34,180,81,Mozambique,2016,Summer,Judo,FALSE
0,24,153,65,Federated States of Micronesia,2016,Summer,Swimming,FALSE
1,34,162,44,Portugal,2016,Summer,Athletics,FALSE
1,32,183,74,United States,2016,Summer,Basketball,TRUE
0,32,180,82,Poland,2016,Summer,Athletics,FALSE
0,26,195,89,France,2016,Summer,Athletics,FALSE
0,25,173,56,Armenia,2016,Summer,Boxing,FALSE
0,27,176,67,Brazil,2016,Summer,Cycling,FALSE
1,29,157,69,Armenia,2016,Summer,Weightlifting,FALSE
0,29,174,85,Russia,2016,Summer,Fencing,FALSE
0,29,174,85,Russia,2016,Summer,Fencing,FALSE
0,30,189,75,Azerbaijan,2016,Summer,Cycling,FALSE
0,27,162,49,Colombia,2016,Summer,Boxing,FALSE
0,27,178,72,Italy,2016,Summer,Fencing,FALSE
0,27,178,72,Italy,2016,Summer,Fencing,FALSE
1,24,180,68,Turkey,2016,Summer,Swimming,FALSE
0,28,166,69,Malaysia,2016,Summer,Cycling,TRUE
0,22,194,88,Denmark,2016,Summer,Badminton,TRUE
0,26,178,75,Paraguay,2016,Summer,Athletics,FALSE
0,24,171,80,Mexico,2016,Summer,Fencing,FALSE
1,26,173,53,Ethiopia,2016,Summer,Athletics,FALSE
1,24,166,47,Ethiopia,2016,Summer,Athletics,TRUE
1,24,166,47,Ethiopia,2016,Summer,Athletics,TRUE
1,21,NA,52,Tunisia,2016,Summer,Judo,FALSE
1,22,184,72,France,2016,Summer,Basketball,FALSE
0,25,168,60,Bulgaria,2016,Summer,Swimming,FALSE
1,24,160,48,Turkey,2016,Summer,Athletics,FALSE
1,20,158,50,Kazakhstan,2016,Summer,Athletics,FALSE
1,31,180,66,France,2016,Summer,Handball,TRUE
1,28,190,72,Canada,2016,Summer,Basketball,FALSE
1,19,NA,NA,Togo,2016,Summer,Rowing,FALSE
1,20,170,69,Turkey,2016,Summer,Weightlifting,FALSE
0,26,184,94,Kenya,2016,Summer,Rugby Sevens,FALSE
0,18,177,65,Seychelles,2016,Summer,Athletics,FALSE
1,22,170,50,Portugal,2016,Summer,Athletics,FALSE
0,34,186,90,United States,2016,Summer,Water Polo,FALSE
1,25,172,52,France,2016,Summer,Taekwondo,FALSE
0,23,162,62,Malaysia,2016,Summer,Diving,FALSE
0,27,178,71,France,2016,Summer,Rowing,TRUE
0,19,170,68,Nigeria,2016,Summer,Football,TRUE
1,24,170,55,Mauritania,2016,Summer,Athletics,FALSE
1,16,166,60,Yemen,2016,Summer,Swimming,FALSE
0,28,178,76,Netherlands,2016,Summer,Hockey,FALSE
0,24,174,64,Mongolia,2016,Summer,Boxing,FALSE
0,31,199,86,Czech Republic,2016,Summer,Athletics,FALSE
0,26,188,130,Iran,2016,Summer,Wrestling,FALSE
1,24,156,52,Turkmenistan,2016,Summer,Judo,FALSE
1,27,166,50,India,2016,Summer,Athletics,FALSE
0,20,175,75,Armenia,2016,Summer,Shooting,FALSE
0,18,187,74,Azerbaijan,2016,Summer,Athletics,FALSE
0,24,202,94,Croatia,2016,Summer,Basketball,FALSE
0,21,180,66,Puerto Rico,2016,Summer,Cycling,FALSE
1,26,165,52,India,2016,Summer,Wrestling,FALSE
1,23,179,68,Hungary,2016,Summer,Tennis,FALSE
1,23,179,68,Hungary,2016,Summer,Tennis,FALSE
1,23,176,66,Spain,2016,Summer,Water Polo,FALSE
0,26,184,83,Brazil,2016,Summer,Water Polo,FALSE
0,23,173,64,Armenia,2016,Summer,Boxing,FALSE
1,33,175,85,Italy,2016,Summer,Shooting,TRUE
0,33,175,82,Hungary,2016,Summer,Wrestling,FALSE
1,27,170,62,Switzerland,2016,Summer,Tennis,FALSE
1,27,170,62,Switzerland,2016,Summer,Tennis,TRUE
0,28,177,72,Hungary,2016,Summer,Boxing,FALSE
0,30,195,91,Egypt,2016,Summer,Volleyball,FALSE
0,20,190,70,Australia,2016,Summer,Athletics,FALSE
0,20,190,90,Qatar,2016,Summer,Athletics,FALSE
1,25,167,57,South Korea,2016,Summer,Badminton,FALSE
1,26,182,66,South Korea,2016,Summer,Volleyball,FALSE
1,21,175,72,South Korea,2016,Summer,Hockey,FALSE
1,25,173,61,South Korea,2016,Summer,Swimming,FALSE
1,24,164,52,Brazil,2016,Summer,Fencing,FALSE
0,30,201,100,Qatar,2016,Summer,Handball,FALSE
0,35,172,63,Brazil,2016,Summer,Athletics,FALSE
0,22,177,69,Azerbaijan,2016,Summer,Boxing,FALSE
0,30,190,93,Canada,2016,Summer,Rowing,FALSE
1,22,176,67,Brazil,2016,Summer,Water Polo,FALSE
1,27,176,52,Sweden,2016,Summer,Athletics,FALSE
0,30,173,66,China,2016,Summer,Triathlon,FALSE
0,29,179,68,Antigua and Barbuda,2016,Summer,Athletics,FALSE
0,23,178,71,Great Britain,2016,Summer,Trampolining,FALSE
0,24,191,125,United States,2016,Summer,Athletics,FALSE
0,24,193,84,Jamaica,2016,Summer,Athletics,TRUE
0,26,177,61,Australia,2016,Summer,Triathlon,FALSE
0,25,206,118,Australia,2016,Summer,Basketball,FALSE
0,27,192,85,Hungary,2016,Summer,Athletics,FALSE
1,23,168,63,South Korea,2016,Summer,Judo,FALSE
0,31,191,77,United States,2016,Summer,Tennis,FALSE
0,31,191,77,United States,2016,Summer,Tennis,FALSE
0,25,194,80,Great Britain,2016,Summer,Athletics,FALSE
1,21,179,66,Australia,2016,Summer,Cycling,FALSE
1,19,173,68,United States,2016,Summer,Swimming,TRUE
1,19,173,68,United States,2016,Summer,Swimming,TRUE
0,21,178,90,Japan,2016,Summer,Judo,TRUE
0,30,185,82,United States,2016,Summer,Rugby Sevens,FALSE
1,24,172,89,New Zealand,2016,Summer,Rugby Sevens,TRUE
1,25,175,59,Sudan,2016,Summer,Athletics,FALSE
0,30,181,99,Afghanistan,2016,Summer,Judo,FALSE
0,27,170,82,Bangladesh,2016,Summer,Shooting,FALSE
1,25,170,57,Morocco,2016,Summer,Taekwondo,FALSE
0,27,188,82,Netherlands,2016,Summer,Hockey,FALSE
0,30,178,69,Egypt,2016,Summer,Boxing,FALSE
0,31,204,96,Russia,2016,Summer,Volleyball,FALSE
1,20,158,58,Macedonia,2016,Summer,Shooting,FALSE
0,21,195,85,Kazakhstan,2016,Summer,Swimming,FALSE
0,21,195,85,Kazakhstan,2016,Summer,Swimming,TRUE
0,23,180,77,Colombia,2016,Summer,Football,FALSE
0,19,179,73,Colombia,2016,Summer,Football,FALSE
0,18,182,72,Slovakia,2016,Summer,Archery,FALSE
1,24,169,73,Slovakia,2016,Summer,Table Tennis,FALSE
1,27,176,63,Lithuania,2016,Summer,Athletics,FALSE
1,25,164,63,Brazil,2016,Summer,Rugby Sevens,FALSE
1,26,175,62,Austria,2016,Summer,Badminton,FALSE
1,41,164,57,Austria,2016,Summer,Archery,FALSE
0,19,175,60,United States,2016,Summer,Boxing,FALSE
0,30,175,70,Italy,2016,Summer,Fencing,FALSE
0,29,187,74,Brazil,2016,Summer,Athletics,FALSE
0,20,NA,NA,Bahrain,2016,Summer,Athletics,FALSE
0,20,176,70,Turkey,2016,Summer,Cycling,FALSE
1,27,180,68,Netherlands,2016,Summer,Volleyball,FALSE
1,29,180,67,France,2016,Summer,Swimming,FALSE
1,29,180,67,France,2016,Summer,Swimming,FALSE
1,29,180,67,France,2016,Summer,Swimming,FALSE
0,33,191,80,Czech Republic,2016,Summer,Athletics,FALSE
0,25,186,80,Hungary,2016,Summer,Swimming,FALSE
0,25,186,80,Hungary,2016,Summer,Swimming,FALSE
0,22,168,66,Colombia,2016,Summer,Athletics,FALSE
1,29,169,51,Estonia,2016,Summer,Athletics,FALSE
1,22,171,63,Nigeria,2016,Summer,Athletics,FALSE
0,30,170,59,Italy,2016,Summer,Athletics,FALSE
1,29,169,75,Brazil,2016,Summer,Boxing,FALSE
0,17,167,79,Pakistan,2016,Summer,Swimming,FALSE
0,22,180,76,Honduras,2016,Summer,Football,FALSE
1,22,176,63,Guinea,2016,Summer,Judo,FALSE
0,29,201,80,Greece,2016,Summer,Athletics,FALSE
0,28,184,84,Canada,2016,Summer,Volleyball,FALSE
0,26,196,102,Tunisia,2016,Summer,Handball,FALSE
1,28,170,66,Canada,2016,Summer,Beach Volleyball,FALSE
1,22,165,60,Australia,2016,Summer,Rowing,FALSE
1,27,178,70,United States,2016,Summer,Volleyball,TRUE
0,26,180,70,Ukraine,2016,Summer,Athletics,FALSE
1,22,173,55,China,2016,Summer,Rhythmic Gymnastics,FALSE
1,29,167,54,Trinidad and Tobago,2016,Summer,Athletics,FALSE
1,29,167,54,Trinidad and Tobago,2016,Summer,Athletics,FALSE
0,17,184,80,Jordan,2016,Summer,Swimming,FALSE
1,20,172,62,Jordan,2016,Summer,Swimming,FALSE
1,29,181,68,Spain,2016,Summer,Beach Volleyball,FALSE
1,26,185,75,Germany,2016,Summer,Rowing,TRUE
0,25,188,80,Mexico,2016,Summer,Volleyball,FALSE
0,26,177,97,Poland,2016,Summer,Wrestling,FALSE
0,24,186,103,Poland,2016,Summer,Wrestling,FALSE
0,23,183,96,United States,2016,Summer,Cycling,FALSE
1,28,184,72,Poland,2016,Summer,Swimming,FALSE
0,25,180,86,Poland,2016,Summer,Wrestling,FALSE
0,28,180,85,Iran,2016,Summer,Weightlifting,FALSE
1,25,168,75,United States,2016,Summer,Rugby Sevens,FALSE
0,21,170,74,Fiji,2016,Summer,Football,FALSE
0,28,195,85,Syria,2016,Summer,Swimming,FALSE
1,26,171,68,Brazil,2016,Summer,Sailing,FALSE
0,23,201,100,Lebanon,2016,Summer,Swimming,FALSE
1,29,178,67,Brazil,2016,Summer,Beach Volleyball,TRUE
1,28,171,71,Brazil,2016,Summer,Football,FALSE
1,29,163,52,New Zealand,2016,Summer,Athletics,FALSE
0,22,187,82,Canada,2016,Summer,Athletics,FALSE
1,25,151,45,Brazil,2016,Summer,Gymnastics,FALSE
1,25,151,45,Brazil,2016,Summer,Gymnastics,FALSE
1,25,151,45,Brazil,2016,Summer,Gymnastics,FALSE
1,25,151,45,Brazil,2016,Summer,Gymnastics,FALSE
1,25,151,45,Brazil,2016,Summer,Gymnastics,FALSE
0,33,194,97,Brazil,2016,Summer,Basketball,FALSE
1,35,175,87,Angola,2016,Summer,Handball,FALSE
1,27,168,58,Portugal,2016,Summer,Athletics,FALSE
0,26,NA,NA,Brazil,2016,Summer,Equestrianism,FALSE
0,26,NA,NA,Brazil,2016,Summer,Equestrianism,FALSE
1,24,174,57,Argentina,2016,Summer,Swimming,FALSE
1,24,174,57,Argentina,2016,Summer,Swimming,FALSE
1,24,174,57,Argentina,2016,Summer,Swimming,FALSE
0,25,184,64,France,2016,Summer,Cycling,FALSE
0,29,177,85,France,2016,Summer,Weightlifting,FALSE
0,24,184,62,France,2016,Summer,Cycling,FALSE
0,28,187,96,Italy,2016,Summer,Shooting,FALSE
1,29,180,74,Montenegro,2016,Summer,Handball,FALSE
1,21,168,56,Great Britain,2016,Summer,Cycling,TRUE
1,25,178,76,South Africa,2016,Summer,Football,FALSE
0,27,178,73,Turkey,2016,Summer,Athletics,FALSE
0,24,203,102,United States,2016,Summer,Basketball,TRUE
0,29,163,49,Ireland,2016,Summer,Boxing,FALSE
1,22,178,81,Jamaica,2016,Summer,Athletics,FALSE
0,20,206,104,United States,2016,Summer,Water Polo,FALSE
0,28,183,70,France,2016,Summer,Rowing,TRUE
0,24,183,73,Ireland,2016,Summer,Athletics,FALSE
1,27,171,59,Australia,2016,Summer,Swimming,FALSE
1,27,171,59,Australia,2016,Summer,Swimming,TRUE
0,26,188,102,United States,2016,Summer,Rugby Sevens,FALSE
0,25,175,90,Canada,2016,Summer,Cycling,FALSE
0,26,175,72,Brazil,2016,Summer,Gymnastics,FALSE
0,26,175,72,Brazil,2016,Summer,Gymnastics,FALSE
0,26,175,72,Brazil,2016,Summer,Gymnastics,FALSE
0,26,175,72,Brazil,2016,Summer,Gymnastics,FALSE
0,26,175,72,Brazil,2016,Summer,Gymnastics,FALSE
0,26,175,72,Brazil,2016,Summer,Gymnastics,FALSE
0,26,175,72,Brazil,2016,Summer,Gymnastics,FALSE
1,29,166,53,United States,2016,Summer,Athletics,TRUE
1,32,171,58,Argentina,2016,Summer,Hockey,FALSE
0,52,178,72,Venezuela,2016,Summer,Equestrianism,FALSE
0,22,179,70,Colombia,2016,Summer,Football,FALSE
0,25,178,60,Guatemala,2016,Summer,Athletics,FALSE
