sex,age,height,weight,team,year,season,sport,medaled
0,30,172,66,Belarus,2016,Summer,Gymnastics,FALSE
0,30,172,66,Belarus,2016,Summer,Gymnastics,FALSE
1,28,180,67,Belarus,2016,Summer,Basketball,FALSE
0,26,175,67,Ethiopia,2016,Summer,Athletics,TRUE
0,23,204,98,Australia,2016,Summer,Sailing,FALSE
1,24,155,57,Singapore,2016,Summer,Sailing,FALSE
0,24,206,118,Brazil,2016,Summer,Basketball,FALSE
0,20,198,87,Argentina,2016,Summer,Volleyball,FALSE
1,20,167,55,Brazil,2016,Summer,Rhythmic Gymnastics,FALSE
0,35,177,72,Portugal,2016,Summer,Sailing,FALSE
0,34,178,78,Portugal,2016,Summer,Golf,FALSE
1,32,164,48,Guinea Bissau,2016,Summer,Judo,FALSE
1,22,180,77,Brazil,2016,Summer,Handball,FALSE
1,22,166,54,Belarus,2016,Summer,Synchronized Swimming,FALSE
0,29,180,75,Venezuela,2016,Summer,Fencing,FALSE
0,29,180,75,Venezuela,2016,Summer,Fencing,FALSE
0,31,175,75,Venezuela,2016,Summer,Fencing,FALSE
0,31,175,75,Venezuela,2016,Summer,Fencing,FALSE
0,20,163,60,China,2016,Summer,Gymnastics,FALSE
0,20,163,60,China,2016,Summer,Gymnastics,TRUE
0,20,163,60,China,2016,Summer,Gymnastics,FALSE
0,20,163,60,China,2016,Summer,Gymnastics,FALSE
0,20,163,60,China,2016,Summer,Gymnastics,FALSE
0,20,163,60,China,2016,Summer,Gymnastics,FALSE
0,20,163,60,China,2016,Summer,Gymnastics,FALSE
0,32,177,70,China,2016,Summer,Badminton,FALSE
1,22,168,52,Brazil,2016,Summer,Table Tennis,FALSE
1,22,168,52,Brazil,2016,Summer,Table Tennis,FALSE
1,24,171,70,China,2016,Summer,Volleyball,TRUE
1,16,174,61,Chinese Taipei,2016,Summer,Swimming,FALSE
1,31,164,58,Hong Kong,2016,Summer,Fencing,FALSE
1,23,160,65,Chinese Taipei,2016,Summer,Archery,FALSE
1,23,160,65,Chinese Taipei,2016,Summer,Archery,TRUE
0,42,174,77,Chinese Taipei,2016,Summer,Golf,FALSE
1,20,168,65,China,2016,Summer,Golf,FALSE
1,35,161,70,Chinese Taipei,2016,Summer,Shooting,FALSE
0,23,190,85,China,2016,Summer,Swimming,FALSE
0,25,163,53,China,2016,Summer,Diving,TRUE
1,28,183,82,Australia,2016,Summer,Water Polo,FALSE
1,33,179,74,Sweden,2016,Summer,Football,TRUE
1,30,165,60,Sweden,2016,Summer,Golf,FALSE
1,22,167,60,Sweden,2016,Summer,Swimming,FALSE
0,23,196,93,Sweden,2016,Summer,Football,FALSE
1,20,168,57,Germany,2016,Summer,Triathlon,FALSE
0,30,170,65,Finland,2016,Summer,Sailing,FALSE
0,28,177,71,Finland,2016,Summer,Sailing,FALSE
1,25,169,57,Sweden,2016,Summer,Athletics,FALSE
0,25,180,83,Great Britain,2016,Summer,Rugby Sevens,TRUE
1,24,171,59,Poland,2016,Summer,Tennis,FALSE
0,33,180,80,Great Britain,2016,Summer,Shooting,TRUE
0,29,170,79,Sweden,2016,Summer,Golf,FALSE
0,38,177,116,Italy,2016,Summer,Athletics,FALSE
0,21,174,80,Germany,2016,Summer,Shooting,FALSE
0,21,199,95,Slovakia,2016,Summer,Canoeing,TRUE
0,27,191,66,Germany,2016,Summer,Athletics,FALSE
1,26,168,55,Poland,2016,Summer,Athletics,FALSE
1,31,183,71,Brazil,2016,Summer,Volleyball,FALSE
0,27,187,94,Georgia,2016,Summer,Judo,TRUE
0,35,184,77,Russia,2016,Summer,Canoeing,FALSE
1,29,174,64,Poland,2016,Summer,Archery,FALSE
0,30,168,55,Netherlands,2016,Summer,Equestrianism,FALSE
0,30,168,55,Netherlands,2016,Summer,Equestrianism,FALSE
0,20,174,60,Venezuela,2016,Summer,Diving,FALSE
0,30,188,89,Australia,2016,Summer,Basketball,FALSE
0,23,194,92,Poland,2016,Summer,Athletics,FALSE
1,23,169,60,Slovakia,2016,Summer,Swimming,FALSE
1,23,169,60,Slovakia,2016,Summer,Swimming,FALSE
0,21,168,78,Great Britain,2016,Summer,Swimming,FALSE
0,20,183,80,United States,2016,Summer,Swimming,FALSE
1,44,169,68,Great Britain,2016,Summer,Shooting,FALSE
1,29,173,61,Kazakhstan,2016,Summer,Athletics,FALSE
1,28,173,69,China,2016,Summer,Canoeing,FALSE
0,27,189,79,China,2016,Summer,Cycling,FALSE
1,29,160,50,China,2016,Summer,Athletics,TRUE
1,18,157,48,China,2016,Summer,Diving,TRUE
1,34,160,46,Austria,2016,Summer,Table Tennis,FALSE
1,34,160,46,Austria,2016,Summer,Table Tennis,FALSE
0,25,167,78,Singapore,2016,Summer,Sailing,FALSE
1,24,169,65,China,2016,Summer,Football,FALSE
1,25,160,54,China,2016,Summer,Table Tennis,TRUE
1,22,179,76,China,2016,Summer,Athletics,FALSE
1,26,178,77,China,2016,Summer,Athletics,FALSE
0,28,175,69,China,2016,Summer,Boxing,FALSE
0,21,196,81,Chinese Taipei,2016,Summer,Taekwondo,FALSE
1,19,180,66,China,2016,Summer,Swimming,FALSE
1,26,188,70,China,2016,Summer,Volleyball,TRUE
0,21,162,61,China,2016,Summer,Gymnastics,TRUE
0,21,162,61,China,2016,Summer,Gymnastics,FALSE
0,21,162,61,China,2016,Summer,Gymnastics,FALSE
1,17,178,69,China,2016,Summer,Swimming,FALSE
1,26,176,62,China,2016,Summer,Fencing,FALSE
0,27,208,92,Finland,2016,Summer,Swimming,FALSE
0,27,208,92,Finland,2016,Summer,Swimming,FALSE
0,25,191,85,Italy,2016,Summer,Rowing,FALSE
0,25,168,65,Azerbaijan,2016,Summer,Wrestling,TRUE
0,23,182,94,Mongolia,2016,Summer,Judo,FALSE
0,37,170,74,Spain,2016,Summer,Shooting,FALSE
1,28,157,48,Mexico,2016,Summer,Golf,FALSE
0,26,180,70,Spain,2016,Summer,Hockey,FALSE
0,25,194,88,Australia,2016,Summer,Rowing,FALSE
1,34,170,64,United States,2016,Summer,Football,FALSE
1,26,180,75,United States,2016,Summer,Volleyball,TRUE
0,23,194,91,Great Britain,2016,Summer,Swimming,FALSE
0,28,192,91,Spain,2016,Summer,Basketball,TRUE
1,23,166,59,Hong Kong,2016,Summer,Sailing,FALSE
1,36,171,67,Italy,2016,Summer,Volleyball,FALSE
0,20,177,70,Argentina,2016,Summer,Football,FALSE
1,33,179,61,Canada,2016,Summer,Equestrianism,FALSE
1,33,179,61,Canada,2016,Summer,Equestrianism,FALSE
1,35,174,57,Lithuania,2016,Summer,Athletics,FALSE
0,31,195,100,France,2016,Summer,Sailing,FALSE
0,27,193,85,Russia,2016,Summer,Swimming,FALSE
0,27,193,85,Russia,2016,Summer,Swimming,FALSE
1,26,180,71,Austria,2016,Summer,Rowing,FALSE
0,21,172,66,Mozambique,2016,Summer,Canoeing,FALSE
0,21,172,66,Mozambique,2016,Summer,Canoeing,FALSE
1,17,167,55,Brazil,2016,Summer,Synchronized Swimming,FALSE
0,35,175,73,Chile,2016,Summer,Equestrianism,FALSE
1,38,177,80,Georgia,2016,Summer,Archery,FALSE
1,38,177,80,Georgia,2016,Summer,Archery,FALSE
0,24,187,92,Switzerland,2016,Summer,Shooting,FALSE
0,24,187,92,Switzerland,2016,Summer,Shooting,FALSE
0,32,188,88,United States,2016,Summer,Swimming,TRUE
0,32,188,88,United States,2016,Summer,Swimming,FALSE
0,28,191,88,Australia,2016,Summer,Rowing,TRUE
0,36,170,79,Italy,2016,Summer,Shooting,FALSE
1,18,175,57,Italy,2016,Summer,Rhythmic Gymnastics,FALSE
0,21,196,90,Italy,2016,Summer,Rowing,TRUE
1,28,188,86,United States,2016,Summer,Rowing,TRUE
1,21,165,58,Australia,2016,Summer,Football,FALSE
1,36,174,62,Russia,2016,Summer,Fencing,FALSE
1,36,174,62,Russia,2016,Summer,Fencing,TRUE
1,23,163,50,Refugee Olympic Athletes,2016,Summer,Athletics,FALSE
1,29,172,63,Ukraine,2016,Summer,Equestrianism,FALSE
1,26,180,67,Ukraine,2016,Summer,Athletics,FALSE
1,22,165,48,Turkey,2016,Summer,Judo,FALSE
1,21,157,50,Refugee Olympic Athletes,2016,Summer,Athletics,FALSE
0,40,170,73,Guam,2016,Summer,Cycling,FALSE
0,29,177,106,Slovakia,2016,Summer,Athletics,FALSE
0,29,195,106,Croatia,2016,Summer,Water Polo,TRUE
1,25,163,57,Indonesia,2016,Summer,Athletics,FALSE
1,28,173,64,United States,2016,Summer,Football,FALSE
0,26,188,86,United States,2016,Summer,Cycling,FALSE
0,25,150,56,China,2016,Summer,Weightlifting,TRUE
0,25,172,69,Venezuela,2016,Summer,Athletics,FALSE
1,25,156,56,New Zealand,2016,Summer,Football,FALSE
1,24,170,59,Italy,2016,Summer,Cycling,TRUE
1,24,170,59,Italy,2016,Summer,Cycling,FALSE
1,22,173,51,Slovakia,2016,Summer,Archery,FALSE
1,21,154,54,Colombia,2016,Summer,Rugby Sevens,FALSE
1,33,159,49,Brazil,2016,Summer,Athletics,FALSE
1,21,178,70,Cape Verde,2016,Summer,Athletics,FALSE
0,24,172,83,Spain,2016,Summer,Rugby Sevens,FALSE
0,23,178,75,Cuba,2016,Summer,Boxing,TRUE
0,36,190,88,Spain,2016,Summer,Water Polo,FALSE
1,21,169,56,Spain,2016,Summer,Rhythmic Gymnastics,TRUE
1,22,168,58,Mexico,2016,Summer,Golf,FALSE
1,28,165,58,Colombia,2016,Summer,Rugby Sevens,FALSE
0,26,181,81,Spain,2016,Summer,Sailing,FALSE
1,30,155,47,Venezuela,2016,Summer,Gymnastics,FALSE
1,30,155,47,Venezuela,2016,Summer,Gymnastics,FALSE
1,30,155,47,Venezuela,2016,Summer,Gymnastics,FALSE
1,30,155,47,Venezuela,2016,Summer,Gymnastics,FALSE
0,31,161,64,Venezuela,2016,Summer,Weightlifting,FALSE
0,26,170,76,Brazil,2016,Summer,Hockey,FALSE
0,31,178,74,Argentina,2016,Summer,Hockey,TRUE
0,26,171,56,Spain,2016,Summer,Athletics,FALSE
1,28,171,65,Spain,2016,Summer,Water Polo,FALSE
0,34,170,74,Cuba,2016,Summer,Wrestling,FALSE
0,22,162,54,El Salvador,2016,Summer,Athletics,FALSE
0,22,180,84,Honduras,2016,Summer,Football,FALSE
0,37,166,60,Colombia,2016,Summer,Athletics,FALSE
0,34,175,71,Spain,2016,Summer,Tennis,TRUE
1,26,170,62,Spain,2016,Summer,Hockey,FALSE
1,26,168,64,Spain,2016,Summer,Handball,FALSE
0,19,189,75,Cuba,2016,Summer,Volleyball,FALSE
0,22,170,58,Colombia,2016,Summer,Cycling,FALSE
0,28,181,70,Spain,2016,Summer,Athletics,FALSE
0,28,181,70,Spain,2016,Summer,Athletics,FALSE
0,33,198,130,Cuba,2016,Summer,Wrestling,TRUE
0,23,184,74,Mexico,2016,Summer,Football,FALSE
0,52,168,70,Colombia,2016,Summer,Equestrianism,FALSE
1,23,165,66,Spain,2016,Summer,Sailing,FALSE
0,37,191,83,United States,2016,Summer,Taekwondo,FALSE
0,19,176,60,Honduras,2016,Summer,Boxing,FALSE
1,30,180,71,Cuba,2016,Summer,Athletics,FALSE
1,32,164,56,Spain,2016,Summer,Hockey,FALSE
1,25,172,70,Germany,2016,Summer,Sailing,FALSE
1,19,170,69,Germany,2016,Summer,Hockey,TRUE
0,34,183,77,Italy,2016,Summer,Tennis,FALSE
0,49,171,84,Dominican Republic,2016,Summer,Shooting,FALSE
0,29,172,75,Hungary,2016,Summer,Wrestling,FALSE
0,26,178,90,Hungary,2016,Summer,Wrestling,FALSE
0,24,182,86,Spain,2016,Summer,Rugby Sevens,FALSE
1,48,183,64,Dominican Republic,2016,Summer,Equestrianism,FALSE
1,17,176,59,Haiti,2016,Summer,Taekwondo,FALSE
0,24,190,92,Great Britain,2016,Summer,Rowing,TRUE
0,23,164,49,Brazil,2016,Summer,Boxing,FALSE
1,36,158,48,Hungary,2016,Summer,Table Tennis,FALSE
1,29,163,48,Brazil,2016,Summer,Golf,FALSE
1,20,160,62,Saint Lucia,2016,Summer,Sailing,FALSE
0,24,180,73,United States Virgin Islands,2016,Summer,Athletics,FALSE
1,28,167,83,New Zealand,2016,Summer,Canoeing,FALSE
1,28,177,70,Russia,2016,Summer,Swimming,FALSE
1,28,177,70,Russia,2016,Summer,Swimming,FALSE
1,28,177,70,Russia,2016,Summer,Swimming,FALSE
1,28,177,70,Russia,2016,Summer,Swimming,FALSE
0,34,177,81,Germany,2016,Summer,Shooting,FALSE
0,23,183,82,United States,2016,Summer,Shooting,FALSE
0,23,183,82,United States,2016,Summer,Shooting,FALSE
1,23,193,82,United States,2016,Summer,Volleyball,TRUE
0,30,183,93,United States,2016,Summer,Basketball,TRUE
0,23,183,74,Honduras,2016,Summer,Football,FALSE
0,21,174,63,Mexico,2016,Summer,Football,FALSE
1,33,173,68,Norway,2016,Summer,Handball,TRUE
1,23,165,52,Norway,2016,Summer,Athletics,FALSE
0,28,187,81,Poland,2016,Summer,Volleyball,FALSE
0,24,190,88,Poland,2016,Summer,Beach Volleyball,FALSE
0,21,165,49,China,2016,Summer,Boxing,FALSE
1,27,171,70,China,2016,Summer,Athletics,FALSE
1,28,163,57,Chinese Taipei,2016,Summer,Golf,FALSE
1,26,188,78,China,2016,Summer,Basketball,FALSE
0,32,172,77,China,2016,Summer,Weightlifting,TRUE
1,22,160,45,China,2016,Summer,Athletics,TRUE
1,22,183,77,China,2016,Summer,Rowing,FALSE
0,32,180,74,Chinese Taipei,2016,Summer,Tennis,FALSE
1,27,175,65,China,2016,Summer,Swimming,FALSE
1,27,175,65,China,2016,Summer,Swimming,FALSE
0,23,180,71,Brazil,2016,Summer,Football,TRUE
0,23,183,79,Brazil,2016,Summer,Football,TRUE
0,25,186,81,Denmark,2016,Summer,Sailing,FALSE
0,24,195,79,Brazil,2016,Summer,Volleyball,TRUE
0,36,185,84,United States,2016,Summer,Beach Volleyball,FALSE
0,38,186,78,France,2016,Summer,Fencing,TRUE
0,31,180,81,Argentina,2016,Summer,Judo,FALSE
1,25,171,69,Netherlands,2016,Summer,Handball,FALSE
0,31,199,95,Netherlands,2016,Summer,Rowing,TRUE
1,19,170,56,Germany,2016,Summer,Athletics,FALSE
1,19,170,56,Germany,2016,Summer,Athletics,FALSE
1,27,191,77,United States,2016,Summer,Rowing,FALSE
1,27,177,73,Czech Republic,2016,Summer,Badminton,FALSE
1,30,181,70,Germany,2016,Summer,Beach Volleyball,TRUE
0,26,190,98,Cuba,2016,Summer,Wrestling,TRUE
0,24,183,86,Kenya,2016,Summer,Rugby Sevens,FALSE
1,30,165,48,Estonia,2016,Summer,Athletics,FALSE
1,30,164,48,Estonia,2016,Summer,Athletics,FALSE
1,30,163,48,Estonia,2016,Summer,Athletics,FALSE
0,27,177,65,France,2016,Summer,Triathlon,FALSE
0,30,178,70,Netherlands,2016,Summer,Golf,FALSE
0,32,196,89,Brazil,2016,Summer,Volleyball,TRUE
1,27,163,50,India,2016,Summer,Athletics,FALSE
1,27,163,50,India,2016,Summer,Athletics,FALSE
1,24,170,58,Canada,2016,Summer,Rugby Sevens,TRUE
0,24,187,91,Russia,2016,Summer,Canoeing,FALSE
1,28,165,63,Kazakhstan,2016,Summer,Canoeing,FALSE
0,26,189,97,Argentina,2016,Summer,Rugby Sevens,FALSE
1,36,181,67,Norway,2016,Summer,Handball,TRUE
0,22,174,70,Sweden,2016,Summer,Football,FALSE
0,27,183,80,Azerbaijan,2016,Summer,Shooting,FALSE
0,27,183,80,Azerbaijan,2016,Summer,Shooting,FALSE
1,19,153,60,Uganda,2016,Summer,Swimming,FALSE
1,24,176,60,Ukraine,2016,Summer,Athletics,FALSE
1,27,170,68,China,2016,Summer,Cycling,FALSE
1,25,164,62,China,2016,Summer,Badminton,FALSE
1,25,164,66,China,2016,Summer,Badminton,FALSE
0,25,183,77,Italy,2016,Summer,Beach Volleyball,TRUE
1,28,175,60,Ukraine,2016,Summer,Athletics,FALSE
0,24,190,90,Canada,2016,Summer,Rowing,FALSE
1,25,178,65,Iceland,2016,Summer,Swimming,FALSE
1,25,178,65,Iceland,2016,Summer,Swimming,FALSE
1,34,153,47,Mongolia,2016,Summer,Athletics,FALSE
0,24,181,78,Belgium,2016,Summer,Hockey,TRUE
0,24,188,85,Brazil,2016,Summer,Basketball,FALSE
1,44,160,55,Cambodia,2016,Summer,Athletics,FALSE
0,27,172,65,Belarus,2016,Summer,Athletics,FALSE
0,33,200,100,Belarus,2016,Summer,Rowing,FALSE
0,30,203,90,Russia,2016,Summer,Beach Volleyball,FALSE
0,30,180,81,Russia,2016,Summer,Canoeing,FALSE
1,17,170,53,Israel,2016,Summer,Rhythmic Gymnastics,FALSE
0,20,182,82,Ireland,2016,Summer,Sailing,FALSE
1,30,179,68,Australia,2016,Summer,Hockey,FALSE
1,39,172,57,Ireland,2016,Summer,Rowing,FALSE
1,27,163,57,Brazil,2016,Summer,Swimming,FALSE
1,27,163,57,Brazil,2016,Summer,Swimming,FALSE
1,27,163,57,Brazil,2016,Summer,Swimming,FALSE
1,20,176,101,Ukraine,2016,Summer,Weightlifting,FALSE
1,26,178,64,Poland,2016,Summer,Fencing,FALSE
0,26,174,66,China,2016,Summer,Judo,FALSE
1,26,178,66,China,2016,Summer,Water Polo,FALSE
0,32,186,78,China,2016,Summer,Fencing,FALSE
0,32,186,78,China,2016,Summer,Fencing,FALSE
1,28,167,58,China,2016,Summer,Badminton,FALSE
0,27,175,72,China,2016,Summer,Table Tennis,TRUE
0,27,175,72,China,2016,Summer,Table Tennis,TRUE
1,18,167,61,China,2016,Summer,Cycling,FALSE
1,23,174,68,China,2016,Summer,Canoeing,FALSE
1,23,174,68,China,2016,Summer,Canoeing,FALSE
1,28,172,73,China,2016,Summer,Football,FALSE
1,32,158,52,China,2016,Summer,Judo,FALSE
0,24,192,100,Tunisia,2016,Summer,Handball,FALSE
0,34,190,100,Qatar,2016,Summer,Handball,FALSE
0,23,196,109,Croatia,2016,Summer,Water Polo,TRUE
1,29,178,68,Slovenia,2016,Summer,Sailing,FALSE
0,25,189,85,Brazil,2016,Summer,Swimming,FALSE
0,44,174,118,Slovenia,2016,Summer,Shooting,FALSE
1,23,186,75,New Zealand,2016,Summer,Rowing,FALSE
0,33,165,57,Peru,2016,Summer,Athletics,FALSE
0,22,172,71,Colombia,2016,Summer,Football,FALSE
1,21,175,60,Angola,2016,Summer,Handball,FALSE
0,21,176,60,Venezuela,2016,Summer,Boxing,FALSE
1,35,167,67,Brazil,2016,Summer,Athletics,FALSE
0,18,180,74,Georgia,2016,Summer,Shooting,FALSE
0,18,180,74,Georgia,2016,Summer,Shooting,FALSE
1,23,161,57,Japan,2016,Summer,Basketball,FALSE
0,31,198,103,Lithuania,2016,Summer,Basketball,FALSE
1,24,172,57,New Zealand,2016,Summer,Rowing,FALSE
1,22,180,80,Canada,2016,Summer,Fencing,FALSE
1,22,172,70,Canada,2016,Summer,Swimming,FALSE
1,22,172,70,Canada,2016,Summer,Swimming,FALSE
1,22,172,70,Canada,2016,Summer,Swimming,FALSE
1,22,172,70,Canada,2016,Summer,Swimming,TRUE
1,27,158,54,Canada,2016,Summer,Trampolining,TRUE
1,32,172,67,Great Britain,2016,Summer,Hockey,TRUE
0,23,185,71,Romania,2016,Summer,Swimming,FALSE
0,26,205,107,Serbia,2016,Summer,Basketball,TRUE
1,28,175,68,Poland,2016,Summer,Rowing,TRUE
1,31,158,44,Hungary,2016,Summer,Athletics,FALSE
1,52,168,63,United States,2016,Summer,Equestrianism,FALSE
1,52,168,63,United States,2016,Summer,Equestrianism,TRUE
1,30,168,58,United States,2016,Summer,Athletics,FALSE
1,30,168,58,United States,2016,Summer,Athletics,TRUE
1,30,168,58,United States,2016,Summer,Athletics,TRUE
0,29,180,68,Mexico,2016,Summer,Table Tennis,FALSE
0,18,187,73,Denmark,2016,Summer,Cycling,TRUE
0,31,177,80,Denmark,2016,Summer,Wrestling,TRUE
1,21,171,67,Denmark,2016,Summer,Golf,FALSE
1,21,168,65,Nigeria,2016,Summer,Athletics,FALSE
1,21,168,65,Nigeria,2016,Summer,Athletics,FALSE
0,20,171,79,Nigeria,2016,Summer,Football,TRUE
1,24,169,76,Estonia,2016,Summer,Wrestling,FALSE
0,28,183,84,Guatemala,2016,Summer,Sailing,FALSE
0,31,183,82,Brazil,2016,Summer,Canoeing,FALSE
0,29,177,69,Venezuela,2016,Summer,Boxing,FALSE
1,25,172,54,Bulgaria,2016,Summer,Rhythmic Gymnastics,TRUE
0,22,182,79,Argentina,2016,Summer,Football,FALSE
0,20,198,90,Peru,2016,Summer,Swimming,FALSE
1,22,161,60,Spain,2016,Summer,Hockey,FALSE
0,25,175,71,Greece,2016,Summer,Rowing,FALSE
1,27,165,61,Ireland,2016,Summer,Badminton,FALSE
0,30,177,83,Ireland,2016,Summer,Hockey,FALSE
1,24,170,55,Ireland,2016,Summer,Athletics,FALSE
1,19,172,68,American Samoa,2016,Summer,Athletics,FALSE
0,33,192,110,Tunisia,2016,Summer,Handball,FALSE
0,24,187,77,Estonia,2016,Summer,Athletics,FALSE
1,29,161,45,Italy,2016,Summer,Athletics,FALSE
0,34,188,80,Italy,2016,Summer,Swimming,FALSE
0,25,198,94,Australia,2016,Summer,Swimming,TRUE
0,25,182,98,Russia,2016,Summer,Wrestling,FALSE
0,26,184,88,Belarus,2016,Summer,Wrestling,FALSE
1,21,168,56,Ireland,2016,Summer,Golf,FALSE
1,24,176,59,Zimbabwe,2016,Summer,Football,FALSE
0,19,186,59,Chad,2016,Summer,Athletics,FALSE
0,32,190,92,Iran,2016,Summer,Volleyball,FALSE
0,21,164,60,Iraq,2016,Summer,Football,FALSE
0,25,186,83,France,2016,Summer,Handball,TRUE
0,33,183,68,Great Britain,2016,Summer,Equestrianism,FALSE
0,33,183,68,Great Britain,2016,Summer,Equestrianism,FALSE
0,30,184,79,India,2016,Summer,Athletics,FALSE
1,27,168,65,Indonesia,2016,Summer,Badminton,FALSE
0,24,170,66,Vanuatu,2016,Summer,Judo,FALSE
0,25,186,100,Iran,2016,Summer,Judo,FALSE
0,24,154,59,Egypt,2016,Summer,Wrestling,FALSE
0,32,NA,NA,Egypt,2016,Summer,Athletics,FALSE
0,28,198,95,Iran,2016,Summer,Volleyball,FALSE
0,26,190,81,Australia,2016,Summer,Swimming,FALSE
0,26,190,81,Australia,2016,Summer,Swimming,FALSE
0,34,190,80,France,2016,Summer,Tennis,FALSE
0,34,190,80,France,2016,Summer,Tennis,FALSE
1,28,169,64,Brazil,2016,Summer,Water Polo,FALSE
1,21,167,50,Brazil,2016,Summer,Rhythmic Gymnastics,FALSE
1,23,163,62,Germany,2016,Summer,Football,TRUE
0,35,180,88,Brazil,2016,Summer,Handball,FALSE
0,23,194,98,Switzerland,2016,Summer,Rowing,FALSE
0,21,188,85,New Zealand,2016,Summer,Swimming,FALSE
0,21,188,85,New Zealand,2016,Summer,Swimming,FALSE
0,31,204,106,Argentina,2016,Summer,Basketball,FALSE
1,24,173,65,Canada,2016,Summer,Swimming,TRUE
1,31,167,58,Kenya,2016,Summer,Athletics,FALSE
0,23,190,87,Poland,2016,Summer,Swimming,FALSE
0,23,190,87,Poland,2016,Summer,Swimming,FALSE
0,23,190,87,Poland,2016,Summer,Swimming,FALSE
0,23,190,87,Poland,2016,Summer,Swimming,FALSE
0,28,180,67,Slovakia,2016,Summer,Athletics,FALSE
1,29,174,57,Luxembourg,2016,Summer,Cycling,FALSE
1,29,174,57,Luxembourg,2016,Summer,Cycling,FALSE
0,34,204,142,Poland,2016,Summer,Athletics,FALSE
1,27,161,56,India,2016,Summer,Archery,FALSE
1,27,161,56,India,2016,Summer,Archery,FALSE
1,25,159,53,Zimbabwe,2016,Summer,Football,FALSE
0,26,173,61,Poland,2016,Summer,Cycling,TRUE
1,23,164,54,France,2016,Summer,Football,FALSE
0,30,174,80,Georgia,2016,Summer,Wrestling,FALSE
1,28,176,65,Russia,2016,Summer,Tennis,FALSE
1,28,176,65,Russia,2016,Summer,Tennis,TRUE
1,23,185,68,Finland,2016,Summer,Athletics,FALSE
1,45,169,63,Finland,2016,Summer,Shooting,FALSE
1,28,159,53,South Africa,2016,Summer,Football,FALSE
0,28,170,67,Algeria,2016,Summer,Athletics,TRUE
0,28,170,67,Algeria,2016,Summer,Athletics,TRUE
0,28,200,125,Russia,2016,Summer,Wrestling,FALSE
0,36,184,78,Japan,2016,Summer,Sailing,FALSE
1,23,165,68,Zimbabwe,2016,Summer,Football,FALSE
0,27,NA,NA,Congo (Kinshasa),2016,Summer,Athletics,FALSE
1,26,158,59,Zimbabwe,2016,Summer,Football,FALSE
0,21,180,76,Russia,2016,Summer,Swimming,FALSE
0,25,181,80,Poland,2016,Summer,Cycling,FALSE
0,25,181,80,Poland,2016,Summer,Cycling,FALSE
1,25,170,50,Russia,2016,Summer,Rhythmic Gymnastics,TRUE
1,26,161,51,Serbia,2016,Summer,Shooting,FALSE
1,26,161,51,Serbia,2016,Summer,Shooting,FALSE
0,22,NA,54,Tanzania,2016,Summer,Athletics,FALSE
0,29,185,78,Botswana,2016,Summer,Athletics,FALSE
0,29,185,78,Botswana,2016,Summer,Athletics,FALSE
1,29,164,56,Czech Republic,2016,Summer,Athletics,FALSE
1,23,174,57,Egypt,2016,Summer,Taekwondo,TRUE
0,19,NA,94,Fiji,2016,Summer,Swimming,FALSE
0,26,180,87,Venezuela,2016,Summer,Archery,FALSE
1,21,172,65,Italy,2016,Summer,Athletics,FALSE
0,33,174,70,Venezuela,2016,Summer,Swimming,FALSE
0,19,179,65,South Africa,2016,Summer,Football,FALSE
1,25,185,78,Serbia,2016,Summer,Volleyball,TRUE
1,23,173,66,Netherlands,2016,Summer,Handball,FALSE
1,20,162,59,South Africa,2016,Summer,Football,FALSE
0,25,172,72,South Africa,2016,Summer,Badminton,FALSE
1,22,162,51,India,2016,Summer,Hockey,FALSE
1,23,162,58,India,2016,Summer,Wrestling,TRUE
1,23,186,80,Poland,2016,Summer,Modern Pentathlon,FALSE
0,30,188,79,Russia,2016,Summer,Badminton,FALSE
0,28,187,87,Spain,2016,Summer,Water Polo,FALSE
0,24,180,80,Qatar,2016,Summer,Handball,FALSE
0,32,196,84,France,2016,Summer,Swimming,FALSE
1,22,180,63,France,2016,Summer,Fencing,FALSE
1,22,180,63,France,2016,Summer,Fencing,FALSE
1,30,161,58,United States,2016,Summer,Judo,FALSE
1,22,173,77,United States,2016,Summer,Athletics,FALSE
1,24,158,56,New Zealand,2016,Summer,Sailing,TRUE
0,21,NA,NA,Congo (Brazzaville),2016,Summer,Boxing,FALSE
0,23,186,95,Australia,2016,Summer,Rugby Sevens,FALSE
1,26,175,59,Russia,2016,Summer,Volleyball,FALSE
0,30,175,65,United States,2016,Summer,Triathlon,FALSE
1,22,202,82,Russia,2016,Summer,Volleyball,FALSE
1,22,175,90,Belarus,2016,Summer,Athletics,FALSE
1,26,177,78,Germany,2016,Summer,Judo,FALSE
0,22,202,109,Croatia,2016,Summer,Handball,FALSE
1,26,185,74,Japan,2016,Summer,Basketball,FALSE
1,27,167,60,Portugal,2016,Summer,Athletics,FALSE
1,23,163,65,Belarus,2016,Summer,Wrestling,TRUE
1,19,169,64,Niger,2016,Summer,Athletics,FALSE
1,20,170,50,Russia,2016,Summer,Rhythmic Gymnastics,TRUE
1,18,170,62,Morocco,2016,Summer,Swimming,FALSE
0,23,182,64,Kenya,2016,Summer,Athletics,FALSE
0,23,183,79,Italy,2016,Summer,Golf,FALSE
0,25,199,99,France,2016,Summer,Swimming,TRUE
0,25,199,99,France,2016,Summer,Swimming,TRUE
0,26,178,78,New Zealand,2016,Summer,Hockey,FALSE
1,27,163,53,Central African Republic,2016,Summer,Athletics,FALSE
