country,nerdy_scale,continent,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,nerdy_selfreport
MA,3.307692308,Africa,4,4,1,5,5,6,5,1,6,1,5
ZA,4.038461538,Africa,3,6,4,4,3,7,6,5,4,1,6
SD,3.653846154,Africa,6,6,3,7,5,4,2,5,4,5,3
NG,2.423076923,Africa,2,7,2,5,5,1,3,5,5,3,4
ZA,3.576923077,Africa,4,7,6,5,4,5,3,3,4,5,4
ZA,4.5,Africa,2,2,3,5,7,5,7,7,5,7,7
GH,3.769230769,Africa,7,2,7,3,7,5,6,4,6,1,7
KE,3.807692308,Africa,1,1,5,3,6,6,3,4,5,1,6
ZA,3.653846154,Africa,2,1,7,7,4,6,6,4,2,4,6
ZA,3.076923077,Africa,7,7,2,5,7,1,4,6,3,1,2
ZA,3.769230769,Africa,2,5,6,7,6,6,7,3,2,7,7
MA,3.769230769,Africa,7,5,6,2,7,4,7,3,4,1,4
EG,4.153846154,Africa,1,3,4,6,2,6,5,4,5,3,6
ZA,3.846153846,Africa,4,5,4,7,4,6,6,7,3,3,7
NG,4.538461538,Africa,1,7,5,5,7,5,1,3,3,1,4
ET,3.384615385,Africa,4,5,7,5,5,4,5,1,6,1,4
MA,3.384615385,Africa,5,5,6,5,5,7,5,4,5,3,5
DZ,3.615384615,Africa,2,6,3,6,5,6,6,6,2,2,3
ZM,2.961538462,Africa,6,6,6,3,2,1,5,4,6,7,7
KE,4.076923077,Africa,1,2,7,2,7,7,6,6,7,1,6
GH,3.923076923,Africa,2,6,3,5,4,3,2,6,4,2,5
ZA,2.846153846,Africa,5,6,6,1,6,6,5,5,7,3,6
ZA,3.269230769,Africa,1,2,2,1,4,7,2,7,6,1,4
KE,4.615384615,Africa,6,6,4,2,7,7,3,6,2,1,6
ZA,4,Africa,5,4,6,5,3,7,6,4,4,4,7
NG,4.153846154,Africa,3,1,6,1,7,5,6,4,7,1,6
GH,3.538461538,Africa,2,1,7,6,5,6,7,3,6,4,4
ZW,3.615384615,Africa,5,7,4,1,7,6,4,7,7,1,5
NG,4.076923077,Africa,7,5,6,3,5,1,5,1,5,1,5
ZW,3.576923077,Africa,2,2,7,2,6,2,5,1,6,1,2
ZA,4.230769231,Africa,5,5,2,5,6,5,6,7,5,5,7
ZM,4.653846154,Africa,5,6,3,6,7,5,6,5,2,1,7
RW,4.307692308,Africa,0,0,0,0,0,0,0,0,0,0,6
UG,3.884615385,Africa,1,1,5,7,6,7,5,6,4,2,6
TN,3.769230769,Africa,1,1,6,5,3,7,4,6,4,5,6
ZA,4.307692308,Africa,3,4,5,6,6,7,7,5,4,3,6
NG,4,Africa,4,6,3,2,7,7,5,3,5,2,4
MA,3.615384615,Africa,4,5,5,6,6,7,6,7,6,1,4
EG,4.076923077,Africa,2,4,6,6,3,7,4,4,3,3,4
ZA,4.615384615,Africa,7,7,6,5,7,4,7,1,2,1,7
AO,2.961538462,Africa,2,3,4,6,6,6,6,5,6,2,4
ZA,4.5,Africa,1,4,7,1,6,7,1,1,7,4,7
ZA,4.307692308,Africa,7,5,4,2,7,6,6,2,7,7,6
ZA,3.384615385,Africa,2,1,7,7,7,6,6,1,3,1,6
ZM,4.730769231,Africa,7,7,7,6,7,7,3,3,4,1,7
GH,4.115384615,Africa,1,6,6,1,6,6,6,1,6,1,5
ZA,3.307692308,Africa,3,2,3,6,5,2,4,3,2,2,5
KE,4.384615385,Africa,1,5,7,1,7,7,1,1,7,1,7
KE,3.423076923,Africa,4,3,7,3,7,5,6,3,5,4,5
ZA,2.576923077,Africa,5,5,7,4,5,6,5,1,7,4,4
GH,2.576923077,Africa,6,5,2,2,5,4,5,5,5,4,2
KE,4.346153846,Africa,3,7,6,5,6,6,7,5,5,3,7
DZ,2.923076923,Africa,1,7,5,7,1,7,1,7,1,3,6
ZA,3.038461538,Africa,2,5,5,5,6,7,5,1,3,3,4
ZA,4.5,Africa,1,6,6,5,7,6,2,4,5,1,7
DZ,4.269230769,Africa,3,1,7,5,6,7,5,4,4,1,6
ZA,4.346153846,Africa,5,7,5,6,7,2,5,7,2,1,7
EG,2.653846154,Africa,4,3,4,2,7,6,7,6,3,4,3
ZA,3.615384615,Africa,3,2,2,6,5,6,5,3,2,2,5
BW,3.384615385,Africa,6,4,7,2,7,2,4,2,7,1,3
NG,3.269230769,Africa,3,7,2,1,5,3,4,7,5,1,4
ZA,3.538461538,Africa,2,6,2,3,6,6,6,5,6,3,6
RE,4.346153846,Africa,1,6,7,7,5,7,4,1,5,2,6
MU,3.192307692,Africa,3,4,2,6,4,7,4,5,1,7,4
ZA,3.615384615,Africa,1,5,5,3,3,6,1,5,5,6,7
ZA,3.538461538,Africa,5,7,4,6,3,4,6,7,2,1,6
ZA,3.538461538,Africa,1,1,5,5,4,6,3,2,2,3,5
BW,4.346153846,Africa,4,4,6,3,6,7,6,2,6,2,7
MG,3.5,Africa,1,5,5,4,7,7,3,4,7,3,5
ZA,3.5,Africa,3,5,4,6,4,6,4,3,4,1,7
KE,3.076923077,Africa,2,4,2,4,7,4,3,5,5,3,5
ZA,4.115384615,Africa,4,7,6,5,7,3,4,7,5,1,5
MA,4.346153846,Africa,2,2,3,3,4,7,6,5,5,2,6
KE,3.846153846,Africa,1,6,7,7,7,7,7,1,7,1,6
TN,4.076923077,Africa,2,5,6,6,7,4,6,2,4,2,5
ZA,4.076923077,Africa,7,5,6,5,7,5,7,6,6,1,6
UG,4.307692308,Africa,1,6,5,1,5,7,1,7,5,1,4
DZ,4.307692308,Africa,6,5,3,7,7,7,4,7,7,4,5
EG,3.576923077,Africa,3,7,5,7,6,2,1,1,1,4,6
EG,3.115384615,Africa,5,2,6,3,7,2,6,2,5,2,2
ET,4.038461538,Africa,3,7,7,1,6,5,3,5,7,2,7
TZ,4.384615385,Africa,2,4,4,6,6,7,7,7,3,3,7
ZA,3.923076923,Africa,6,6,7,2,6,3,5,5,7,4,7
ZA,4.461538462,Africa,1,5,5,5,6,5,6,5,5,1,6
KE,3.923076923,Africa,2,5,6,4,6,6,4,6,3,3,5
EG,3.692307692,Africa,7,3,2,7,6,3,7,3,4,4,6
KE,1.884615385,Africa,5,6,6,7,7,6,6,7,7,7,1
GH,3.961538462,Africa,1,6,7,1,6,5,2,6,7,2,5
TN,4.653846154,Africa,1,7,7,5,7,6,2,7,4,1,7
ZA,4.807692308,Africa,3,4,5,1,7,7,5,3,7,1,7
ZA,3.153846154,Africa,6,5,3,5,4,3,3,4,3,2,5
RE,4.384615385,Africa,5,5,6,7,7,7,7,5,2,1,6
NG,3.346153846,Africa,2,3,3,6,7,7,2,4,3,2,4
ZA,4.230769231,Africa,2,6,6,5,6,6,6,6,6,2,2
ZA,4.269230769,Africa,2,6,5,2,7,6,2,6,4,2,7
ZA,3.884615385,Africa,5,5,6,3,6,3,6,2,5,1,6
ZA,3.923076923,Africa,1,1,7,1,4,7,6,1,6,6,6
ZA,4.115384615,Africa,1,6,6,5,6,6,5,2,3,2,7
ZW,2.615384615,Africa,3,5,7,6,4,7,7,7,7,6,3
NG,2.923076923,Africa,3,1,6,5,6,7,6,1,6,2,3
KE,2.307692308,Africa,7,2,7,7,7,1,7,1,5,1,1
MU,3.576923077,Africa,1,6,7,7,3,7,3,2,4,4,5
BF,2.730769231,Africa,6,3,5,5,6,5,7,5,4,1,3
NG,3,Africa,5,1,5,3,4,2,4,3,5,2,5
NG,4.461538462,Africa,7,3,6,7,7,4,5,4,7,1,4
MZ,4.346153846,Africa,1,1,7,4,6,7,6,7,6,5,7
ZA,3.807692308,Africa,5,2,5,6,7,5,5,2,6,1,6
ZA,3.423076923,Africa,6,5,6,2,7,4,6,5,4,1,2
ZA,3.923076923,Africa,5,5,7,5,6,6,3,5,6,1,5
MA,4.346153846,Africa,1,0,5,5,7,7,7,5,5,1,6
ZA,2.884615385,Africa,3,1,7,1,7,7,6,1,7,1,5
TN,3.846153846,Africa,2,5,5,6,6,6,3,6,3,1,5
KE,4.153846154,Africa,1,6,7,5,3,7,2,2,6,2,6
ZA,3.307692308,Africa,7,1,7,1,7,1,7,5,7,1,6
NG,4.346153846,Africa,2,2,6,6,6,6,2,2,6,2,7
DZ,3.961538462,Africa,2,6,6,5,5,7,4,2,6,5,6
ZA,4.576923077,Africa,5,4,5,1,7,5,7,3,7,1,6
NG,3.307692308,Africa,7,3,7,6,7,1,7,2,7,3,6
ZA,3.615384615,Africa,4,5,0,1,6,4,4,4,4,4,6
ET,3.384615385,Africa,5,2,2,5,6,5,4,5,3,3,6
ZA,3.653846154,Africa,2,5,5,6,5,6,6,3,3,2,6
DZ,3.076923077,Africa,2,3,4,4,6,4,6,5,4,3,4
MA,4.115384615,Africa,5,2,3,4,5,7,1,2,6,1,6
KE,3.846153846,Africa,3,3,7,5,7,6,7,1,6,1,7
ZA,4.615384615,Africa,6,6,7,2,4,5,4,1,6,1,7
MU,4.192307692,Africa,7,6,5,1,7,3,4,4,5,1,6
KE,3.615384615,Africa,6,7,4,5,7,1,3,4,1,1,5
ZA,3.961538462,Africa,2,2,5,6,6,6,6,6,4,2,4
ZA,4.615384615,Africa,1,6,2,3,5,7,1,7,4,1,6
DZ,3.884615385,Africa,1,6,5,7,3,7,2,2,6,1,5
ZA,3.307692308,Africa,6,4,5,5,6,4,7,4,6,1,5
DZ,4.230769231,Africa,6,6,5,7,7,6,3,3,3,3,5
TN,4.5,Africa,1,2,5,2,6,7,4,3,6,6,7
MZ,2.846153846,Africa,6,2,4,1,6,3,6,5,7,2,4
DZ,5,Africa,7,7,7,1,7,7,5,1,7,1,7
ZA,3.269230769,Africa,5,2,6,2,7,7,6,2,6,1,5
MW,4,Africa,3,4,6,1,6,3,6,1,6,1,5
SZ,3.923076923,Africa,3,6,6,3,7,6,5,1,6,1,5
TN,3.730769231,Africa,6,2,2,1,7,6,3,6,7,2,6
ZA,2.692307692,Africa,2,1,7,1,6,6,6,1,7,6,2
ZA,3.192307692,Africa,3,5,6,3,6,5,5,1,5,5,5
ZA,3.5,Africa,1,3,6,1,4,7,7,3,7,1,4
MU,3.846153846,Africa,3,3,3,4,6,4,6,5,6,1,5
NG,3.653846154,Africa,1,5,6,2,7,5,4,2,6,1,5
ZA,3.576923077,Africa,6,1,6,2,6,2,2,5,6,2,7
KE,3.461538462,Africa,5,4,6,3,7,2,1,3,4,1,5
ZA,3.615384615,Africa,3,5,7,2,6,7,5,1,6,5,7
ET,1.961538462,Africa,6,5,7,6,7,7,7,4,4,1,3
ZA,3.423076923,Africa,3,3,5,1,3,5,5,4,6,4,4
MA,4.038461538,Africa,5,4,5,2,6,7,5,3,5,2,7
NG,3.461538462,Africa,6,6,7,6,7,5,6,1,6,1,6
MU,4.384615385,Africa,2,5,7,1,7,7,7,2,7,1,7
NG,3.538461538,Africa,1,2,6,6,5,7,5,7,6,3,6
ZA,3.576923077,Africa,1,5,5,7,5,6,6,3,3,2,5
MA,2.692307692,Africa,7,7,1,4,7,6,7,1,3,1,4
EG,4.346153846,Africa,2,6,5,6,7,7,7,6,6,1,7
ZA,4.307692308,Africa,5,6,5,1,7,5,5,1,7,1,6
ZA,3.346153846,Africa,5,4,5,5,6,6,7,2,5,3,4
TN,4.615384615,Africa,1,6,6,6,6,7,6,6,4,4,6
ZA,3.884615385,Africa,5,4,6,3,6,5,5,5,6,6,5
NG,3.576923077,Africa,5,6,4,5,5,5,1,4,4,5,3
TN,3,Africa,6,1,7,1,4,7,6,1,7,1,4
ZA,3.692307692,Africa,2,3,4,2,6,5,5,5,7,2,5
LY,3.346153846,Africa,5,5,4,4,4,5,3,1,6,2,5
ZA,3.153846154,Africa,7,1,7,1,7,1,7,2,6,1,5
ZA,4.576923077,Africa,4,5,6,3,5,7,7,5,7,1,6
ZA,2.923076923,Africa,3,5,6,4,7,7,3,1,1,1,2
ZA,3.346153846,Africa,5,6,6,7,5,2,6,1,2,2,6
ZA,3.692307692,Africa,2,2,6,6,6,6,5,1,2,5,6
ET,4,Africa,1,6,2,5,5,7,2,6,3,4,6
MZ,4.461538462,Africa,1,6,6,7,6,5,7,7,2,1,7
MZ,3.115384615,Africa,3,5,7,1,7,5,3,1,7,1,5
ZA,4.269230769,Africa,2,5,5,6,1,3,2,4,3,2,6
ZA,4.230769231,Africa,7,1,1,1,7,4,7,1,6,1,5
ZA,4.961538462,Africa,1,6,7,2,7,7,1,4,7,2,7
ZA,2.615384615,Africa,6,5,6,6,4,2,6,1,3,2,1
ZA,3.730769231,Africa,7,7,1,7,7,1,7,7,3,1,7
ZA,4.346153846,Africa,6,1,7,5,7,7,7,6,5,2,7
GH,3.538461538,Africa,3,1,3,1,5,5,3,6,7,6,4
MA,3.384615385,Africa,4,5,4,2,7,4,7,5,3,1,7
SZ,4.115384615,Africa,2,7,7,6,6,7,4,6,6,1,5
EG,2.807692308,Africa,6,4,2,7,3,6,6,4,4,7,3
KE,2.846153846,Africa,5,2,6,5,6,7,6,3,5,4,4
ZA,2.692307692,Africa,2,4,6,5,7,5,6,5,3,3,7
KE,3.769230769,Africa,6,5,6,2,6,4,6,2,6,1,6
ZA,3.5,Africa,1,5,5,6,4,7,6,5,4,4,6
KE,3.961538462,Africa,3,6,4,7,6,5,3,7,2,1,6
ZA,4.269230769,Africa,7,7,7,1,7,1,7,1,7,1,7
ZA,4.615384615,Africa,1,7,7,5,5,5,6,1,6,1,5
MU,3.076923077,Africa,2,6,5,7,5,5,4,3,1,5,4
ZA,4.769230769,Africa,6,7,7,3,6,7,1,6,6,4,7
GH,4.730769231,Africa,2,2,6,4,7,6,6,5,6,2,7
EG,3.730769231,Africa,3,5,1,6,4,4,3,7,3,4,4
KE,4.769230769,Africa,1,6,7,6,7,7,6,5,6,1,7
DZ,3.576923077,Africa,5,5,6,5,6,6,5,3,5,3,4
SL,3.615384615,Africa,4,6,7,7,7,7,3,1,1,7,4
MU,3.307692308,Africa,6,7,6,7,7,1,6,7,2,1,6
ZA,2.961538462,Africa,2,3,6,7,7,7,6,2,6,6,6
ZA,3.961538462,Africa,3,2,7,4,6,5,2,1,3,5,6
ZA,4.461538462,Africa,7,5,0,1,7,7,7,1,7,1,7
US,3.307692308,Americas,3,2,3,6,7,5,6,6,3,1,7
US,3.615384615,Americas,4,5,6,6,7,6,6,6,4,2,7
US,4.769230769,Americas,1,5,4,6,5,6,3,7,6,5,6
US,4.038461538,Americas,5,4,6,6,5,5,6,2,5,1,4
US,2.692307692,Americas,1,4,3,7,5,7,7,4,2,1,6
US,4.192307692,Americas,2,4,3,6,7,5,7,2,3,1,7
CA,4.230769231,Americas,1,5,1,1,6,6,1,7,7,1,6
US,4,Americas,2,5,6,7,7,5,2,2,3,1,4
US,4,Americas,5,2,5,6,3,6,5,6,4,3,7
US,2.692307692,Americas,2,1,7,2,6,6,6,2,6,6,2
US,2.230769231,Americas,7,5,6,4,5,3,5,3,4,5,5
GT,3.423076923,Americas,1,2,4,2,4,7,4,6,6,1,3
CA,3.769230769,Americas,2,2,5,6,5,6,5,3,3,3,6
US,4.384615385,Americas,4,6,6,6,5,4,6,4,4,2,6
MX,2.576923077,Americas,1,3,4,3,6,7,4,6,3,4,3
US,4.192307692,Americas,4,5,4,5,6,5,7,5,3,1,5
PR,2.653846154,Americas,2,5,5,4,6,5,6,2,3,2,4
VE,2.923076923,Americas,4,5,4,2,4,6,5,4,3,4,3
US,4.538461538,Americas,2,2,6,7,6,6,2,3,5,1,7
US,4.115384615,Americas,1,7,7,7,5,7,4,2,1,1,5
US,3.653846154,Americas,3,2,5,7,5,6,7,3,5,7,5
US,4.423076923,Americas,5,7,1,1,7,2,5,7,1,1,5
US,4.076923077,Americas,4,5,5,5,7,4,4,5,4,1,6
US,3.5,Americas,4,1,5,1,5,5,7,3,6,4,6
US,2.923076923,Americas,3,6,6,1,6,5,3,3,7,5,5
US,2.846153846,Americas,5,2,2,5,7,5,7,6,3,5,2
CA,3.384615385,Americas,3,5,7,7,7,6,7,1,6,1,6
CA,3.346153846,Americas,4,3,6,4,7,3,6,2,5,1,4
US,4.307692308,Americas,1,6,7,3,5,6,2,3,6,3,2
US,3.923076923,Americas,6,1,7,1,7,5,6,1,7,1,4
US,3.538461538,Americas,6,3,6,2,6,5,3,2,6,7,6
US,3.653846154,Americas,3,2,3,6,7,5,7,5,5,1,5
US,4.576923077,Americas,2,5,6,7,7,7,4,3,1,1,6
US,3.153846154,Americas,6,7,6,5,7,5,6,5,3,2,1
US,3.692307692,Americas,2,1,2,7,4,6,6,4,1,5,7
US,4.384615385,Americas,1,5,2,6,2,6,2,5,2,7,7
US,4.076923077,Americas,6,1,5,2,6,5,6,6,6,3,5
US,3.5,Americas,2,5,6,7,6,7,6,1,5,3,4
US,3.961538462,Americas,6,7,4,7,5,4,4,5,2,4,5
US,4.230769231,Americas,6,5,6,3,7,2,7,5,5,1,7
US,2.884615385,Americas,1,5,7,5,2,7,5,1,5,6,2
US,3.384615385,Americas,5,6,4,6,6,2,6,6,3,6,5
CA,3.269230769,Americas,5,3,6,1,6,5,6,1,6,2,4
US,5,Americas,2,3,5,6,7,7,7,4,2,1,7
US,2.884615385,Americas,4,4,6,1,7,4,6,2,7,1,5
US,4.038461538,Americas,5,5,5,7,6,7,6,3,4,2,6
US,4.692307692,Americas,1,4,5,7,6,7,5,7,5,1,7
US,4.230769231,Americas,1,3,6,3,6,6,5,1,5,2,6
US,4.153846154,Americas,3,5,5,2,6,6,2,6,6,2,6
CL,3.923076923,Americas,2,1,3,6,7,6,7,7,2,1,6
US,3.269230769,Americas,2,5,2,7,4,5,5,5,2,5,6
US,4.230769231,Americas,1,6,5,4,6,7,5,5,6,5,6
CL,3.230769231,Americas,5,1,6,5,6,5,6,2,3,1,4
US,3.615384615,Americas,2,5,3,7,5,6,5,5,2,2,6
US,3.346153846,Americas,2,2,7,6,3,7,5,2,5,1,5
US,4.538461538,Americas,1,1,6,7,6,5,7,2,1,2,5
US,3.884615385,Americas,3,5,5,4,5,7,5,2,3,5,7
CA,2.923076923,Americas,3,2,6,5,5,7,5,4,3,4,5
US,3.846153846,Americas,2,6,5,5,6,5,6,3,4,1,5
US,3.769230769,Americas,3,5,6,2,7,7,6,3,2,2,5
US,4.192307692,Americas,2,6,1,5,7,4,2,7,4,1,4
US,4.692307692,Americas,4,1,7,2,7,6,7,1,6,1,7
US,4.230769231,Americas,3,5,5,4,5,6,6,3,5,5,6
BR,3.730769231,Americas,2,5,2,5,7,5,6,6,7,2,4
CA,3.192307692,Americas,2,5,6,2,6,6,5,2,6,4,5
US,3.653846154,Americas,3,1,3,5,5,7,6,5,2,2,7
US,4.269230769,Americas,2,3,6,2,7,7,6,2,7,6,7
US,3.307692308,Americas,3,2,6,5,5,2,6,2,5,2,6
US,4.038461538,Americas,6,4,7,7,5,5,6,2,6,2,4
US,4.076923077,Americas,7,5,6,1,7,4,5,2,6,1,3
US,4.884615385,Americas,1,6,5,6,7,6,2,4,6,2,6
US,4.307692308,Americas,2,6,3,3,7,7,3,6,3,1,7
CA,4.461538462,Americas,1,6,6,2,7,7,3,5,7,1,6
US,4.423076923,Americas,1,3,7,7,5,7,6,2,4,1,7
US,2.961538462,Americas,4,6,5,5,5,3,5,1,4,3,2
US,3.269230769,Americas,6,3,7,5,2,3,6,2,5,1,3
US,4.192307692,Americas,2,5,6,3,3,7,3,5,4,3,6
US,3.961538462,Americas,6,6,6,2,4,3,2,5,6,1,2
US,3.653846154,Americas,4,5,5,6,7,6,5,3,4,4,4
US,3.846153846,Americas,2,5,3,5,6,5,6,6,4,2,5
CA,4.153846154,Americas,1,2,5,6,6,6,5,5,3,4,6
US,2.5,Americas,4,6,4,3,4,6,7,2,5,1,5
US,3.538461538,Americas,3,5,1,7,5,6,4,7,2,1,6
US,3.576923077,Americas,7,1,7,4,5,5,7,5,5,5,3
US,2.730769231,Americas,7,6,6,4,7,2,7,6,1,1,5
US,4.115384615,Americas,5,7,7,7,5,6,7,1,2,2,5
CA,3.615384615,Americas,5,4,1,1,7,5,5,5,6,2,5
US,4.192307692,Americas,3,4,6,7,2,6,7,1,3,3,5
US,4.346153846,Americas,2,1,2,5,7,6,7,2,1,3,6
BR,4.423076923,Americas,6,3,7,2,7,5,7,2,6,2,7
US,3.846153846,Americas,1,5,7,5,4,7,5,1,6,2,4
US,3.346153846,Americas,6,2,6,2,7,2,7,2,6,2,6
US,4.576923077,Americas,1,6,6,6,6,7,5,6,1,1,7
AR,3.346153846,Americas,5,6,5,7,7,3,4,5,3,4,5
CA,4.923076923,Americas,1,6,6,1,5,7,1,3,7,1,6
US,3.807692308,Americas,2,1,3,4,6,5,7,5,4,3,6
US,3.846153846,Americas,3,5,7,7,4,4,6,3,1,1,7
US,3.461538462,Americas,3,2,4,6,4,6,6,6,7,3,7
US,4.307692308,Americas,4,3,4,3,5,5,4,4,5,3,6
AR,4.192307692,Americas,1,7,4,7,2,6,3,6,5,5,6
US,4.192307692,Americas,3,1,6,6,7,5,7,4,4,4,6
CR,4.076923077,Americas,5,6,3,6,6,7,4,7,5,2,7
US,3.076923077,Americas,7,2,5,2,7,2,6,5,6,1,5
US,3.692307692,Americas,1,6,6,7,3,7,5,3,2,3,5
CA,3.038461538,Americas,6,6,7,5,6,2,5,5,5,3,4
US,3.923076923,Americas,1,5,6,3,4,7,6,6,2,6,6
US,2.923076923,Americas,4,2,6,5,6,7,7,5,3,1,5
US,3.5,Americas,5,3,6,5,7,5,5,3,6,1,5
US,3.653846154,Americas,3,2,3,2,6,3,6,6,3,2,5
US,3.923076923,Americas,5,6,3,7,3,5,6,5,3,3,5
US,3.884615385,Americas,4,6,7,3,7,6,5,2,5,1,4
US,3.538461538,Americas,1,1,1,7,5,5,7,5,2,4,7
US,4.5,Americas,1,2,3,6,7,7,4,7,3,1,7
US,3.653846154,Americas,5,7,4,3,5,2,3,7,3,1,5
US,4.346153846,Americas,3,5,2,1,5,6,3,7,6,1,7
US,4.730769231,Americas,1,5,5,2,5,7,3,5,5,5,7
US,3.346153846,Americas,6,5,7,3,1,5,6,2,6,2,6
US,3,Americas,7,4,3,3,4,1,7,3,3,3,6
US,3.730769231,Americas,5,6,5,7,7,5,7,5,3,2,6
AR,3.384615385,Americas,7,7,5,7,7,1,6,7,5,1,5
US,4.423076923,Americas,1,6,5,7,5,6,5,1,1,2,7
US,3.769230769,Americas,1,3,1,6,6,6,4,7,2,4,5
CA,3.538461538,Americas,6,7,7,5,7,4,5,1,2,1,6
US,3.923076923,Americas,3,3,6,5,5,5,6,7,5,2,7
US,3.884615385,Americas,4,1,6,6,6,3,5,3,4,1,4
US,4.153846154,Americas,3,6,4,6,6,6,6,5,4,3,6
BR,4.384615385,Americas,1,4,4,2,3,7,1,4,4,2,7
US,3.846153846,Americas,2,0,6,7,6,7,6,3,4,4,6
MX,4.192307692,Americas,5,4,5,6,7,6,7,6,2,1,4
MX,3.384615385,Americas,2,2,5,2,4,6,6,5,4,3,6
US,3.346153846,Americas,2,5,1,3,3,4,1,5,6,4,7
US,3.538461538,Americas,2,2,5,5,5,6,6,4,5,3,6
US,2.153846154,Americas,6,4,7,4,6,5,4,1,5,2,4
US,3.884615385,Americas,5,3,7,5,6,6,5,2,7,2,6
US,2.884615385,Americas,7,1,1,5,6,1,7,7,1,1,5
US,3.576923077,Americas,1,4,3,6,5,7,5,5,4,5,4
US,3.153846154,Americas,5,7,2,7,6,5,7,4,2,3,6
US,3.846153846,Americas,2,5,7,7,6,7,5,4,2,1,6
CA,3.384615385,Americas,2,6,7,7,4,7,7,5,1,1,4
CA,2.769230769,Americas,2,7,6,7,7,4,5,2,2,1,2
US,2.807692308,Americas,6,3,7,5,7,2,6,2,3,2,2
US,3.730769231,Americas,1,3,6,5,3,7,5,5,5,6,7
US,3.269230769,Americas,5,6,4,3,6,7,6,5,5,2,5
US,3.807692308,Americas,2,3,6,5,5,7,7,3,5,7,7
US,4.115384615,Americas,5,4,7,7,5,7,4,2,7,5,7
US,4.307692308,Americas,2,5,4,7,6,4,7,6,2,1,7
US,3.692307692,Americas,6,6,4,4,6,3,5,4,5,3,5
